mnthborn,yearborn,age,electric,radio,tv,bicycle,educ,ceb,agefbrth,children,knowmeth,usemeth,monthfm,yearfm,agefm,idlnchld,heduc,agesq,urban,urb_educ,spirit,protest,catholic,frsthalf,educ0,evermarr
8,64,24,0,0,0,0,9,2,15,1,1,1,,,,4,,576,0,0,0,0,1,0,0,0
5,72,16,0,0,0,0,7,0,,0,1,0,,,,2,,256,0,0,1,0,0,1,0,0
1,70,18,0,0,0,0,9,1,17,1,1,0,,,,3,,324,0,0,0,0,0,1,0,0
1,72,16,0,0,0,0,10,0,,0,1,1,,,,4,,256,0,0,0,1,0,1,0,0
7,71,17,0,1,0,0,0,0,,0,1,1,,,,4,,289,0,0,0,0,0,0,1,0
2,51,37,0,0,0,0,0,6,19,5,1,0,9,69,18,7,0,1369,0,0,0,0,0,1,1,1
2,72,16,0,1,0,0,10,0,,0,1,1,,,,3,,256,0,0,0,1,0,1,0,0
1,44,44,0,1,0,1,3,4,18,4,1,1,3,75,31,7,2,1936,0,0,0,0,1,1,0,1
9,58,30,0,0,0,0,0,2,24,2,1,0,,,,,,900,0,0,0,0,0,0,1,0
5,70,18,0,0,0,0,4,1,18,1,1,0,,,,1,,324,0,0,1,0,0,1,0,0
2,56,32,0,1,0,0,6,4,17,4,1,1,,,,4,,1024,0,0,1,0,0,1,0,0
3,59,29,0,1,0,0,7,4,18,4,1,1,3,78,19,4,7,841,0,0,1,0,0,1,0,1
3,66,22,0,1,0,0,7,1,21,1,1,0,,,,4,,484,0,0,0,1,0,1,0,0
5,71,17,0,1,0,0,7,1,17,1,1,0,,,,3,,289,0,0,0,0,0,1,0,0
2,44,44,0,1,0,1,6,10,18,10,1,1,8,63,19,6,0,1936,0,0,0,1,0,1,0,1
12,72,15,0,1,0,1,8,0,,0,1,0,,,,2,,225,0,0,0,1,0,0,0,0
6,53,35,0,1,0,0,7,6,18,6,1,1,1,71,17,,4,1225,0,0,0,0,0,1,0,1
3,47,41,0,1,0,1,0,8,16,6,1,1,5,82,35,,10,1681,0,0,0,1,0,1,1,1
2,72,16,0,0,0,1,7,0,,0,1,0,,,,4,,256,0,0,0,0,1,1,0,0
7,66,22,0,1,0,1,10,1,21,1,1,0,,,,4,,484,0,0,0,1,0,0,0,0
6,55,33,0,1,0,1,4,3,21,3,1,1,1,74,18,4,10,1089,0,0,0,0,0,1,0,1
5,62,26,0,1,0,1,7,2,20,1,1,1,,,,8,,676,0,0,0,0,0,1,0,0
11,66,21,0,1,0,1,9,1,19,1,1,1,,,,2,,441,0,0,1,0,0,0,0,0
5,50,38,0,0,0,0,0,2,16,2,1,0,7,79,29,,0,1444,0,0,1,0,0,1,1,1
2,68,20,0,1,0,0,8,1,18,1,1,1,,,,4,,400,0,0,0,1,0,1,0,0
5,59,29,0,1,0,0,0,2,19,2,1,1,,,,5,,841,0,0,1,0,0,1,1,0
3,60,28,0,1,0,1,10,2,21,2,1,1,9,85,25,5,7,784,0,0,0,0,0,1,0,1
5,72,16,0,1,0,1,8,0,,0,1,1,,,,2,,256,0,0,0,1,0,1,0,0
12,57,30,0,1,0,0,7,3,15,3,1,1,9,78,20,5,10,900,0,0,1,0,0,0,0,1
6,54,34,0,1,0,1,7,5,20,4,1,1,2,75,20,6,10,1156,0,0,0,0,1,1,0,1
9,70,18,0,1,0,1,7,1,15,1,1,1,,,,4,,324,0,0,0,0,0,0,0,0
6,66,22,0,1,0,1,8,2,18,2,1,1,,,,6,,484,0,0,1,0,0,1,0,0
5,66,22,0,1,0,1,10,1,21,1,1,0,,,,4,,484,0,0,1,0,0,1,0,0
12,57,30,0,1,0,0,7,3,19,3,1,1,,,,3,,900,0,0,0,1,0,0,0,0
5,67,21,0,0,0,1,7,2,18,2,1,0,,,,5,,441,0,0,0,1,0,1,0,0
9,68,20,0,1,0,0,10,1,16,1,1,1,,,,3,,400,0,0,0,0,0,0,0,0
1,70,18,0,1,0,0,10,0,,0,1,1,,,,4,,324,0,0,0,0,0,1,0,0
6,63,25,0,1,0,1,6,2,15,2,1,1,,,,6,,625,0,0,0,0,1,1,0,0
2,66,22,0,0,0,1,0,0,,0,0,0,,,,2,,484,0,0,0,0,1,1,1,0
5,66,22,0,1,0,0,12,0,,0,1,1,,,,4,,484,0,0,0,1,0,1,0,0
3,50,38,0,1,0,0,6,5,20,5,1,1,,,,5,,1444,0,0,1,0,0,1,0,0
1,72,16,1,0,0,1,3,1,16,1,1,0,,,,4,,256,0,0,1,0,0,1,0,0
9,56,32,0,1,0,1,12,2,23,2,1,1,12,79,23,2,10,1024,0,0,0,1,0,0,0,1
2,51,37,0,1,0,0,9,5,20,4,1,1,11,72,21,6,5,1369,0,0,1,0,0,1,0,1
12,49,38,0,1,0,1,7,3,19,3,1,1,,,,6,,1444,0,0,1,0,0,0,0,0
2,61,27,0,1,0,1,7,3,19,3,1,1,,,,6,,729,0,0,1,0,0,1,0,0
1,65,23,1,0,0,1,7,0,,0,1,0,,,,6,,529,0,0,1,0,0,1,0,0
7,68,20,0,1,0,1,7,1,19,1,1,0,,,,1,,400,0,0,1,0,0,0,0,0
6,50,38,0,1,0,1,15,3,25,3,1,1,8,78,28,3,,1444,0,0,0,0,0,1,0,1
3,65,23,0,0,0,1,0,4,15,2,1,0,,,,4,,529,0,0,1,0,0,1,1,0
8,56,32,0,1,0,1,7,5,18,4,1,1,1,72,15,8,7,1024,0,0,1,0,0,0,0,1
1,69,19,0,1,0,1,7,1,18,1,1,0,,,,1,,361,0,0,1,0,0,1,0,0
8,47,41,0,0,0,1,0,7,17,7,1,1,,,,7,,1681,0,0,0,0,0,0,1,0
12,40,47,0,0,0,1,0,6,20,6,1,0,10,80,39,6,0,2209,0,0,1,0,0,0,1,1
9,57,30,0,1,0,0,4,4,18,3,1,1,,,,4,,900,0,0,0,0,0,0,0,0
9,70,18,0,1,0,1,7,2,15,2,1,0,,,,2,,324,0,0,0,1,0,0,0,0
1,61,27,0,1,0,0,7,2,21,2,1,1,3,83,22,3,7,729,0,0,1,0,0,1,0,1
3,63,25,0,1,0,0,7,4,17,4,1,1,,,,4,,625,0,0,0,0,0,1,0,0
7,68,20,0,1,0,0,7,0,,0,1,0,,,,4,,400,0,0,0,0,0,0,0,0
1,44,44,0,1,0,0,0,2,22,2,1,0,,,,6,,1936,0,0,1,0,0,1,1,0
7,51,37,0,1,0,0,7,5,24,4,1,1,10,81,30,4,7,1369,0,0,1,0,0,0,0,1
5,68,20,0,1,0,0,6,1,17,1,1,1,,,,6,,400,0,0,1,0,0,1,0,0
5,57,31,0,1,0,1,0,3,17,3,1,0,,,,4,,961,0,0,0,0,0,1,1,0
4,64,24,0,1,0,1,0,4,14,4,1,1,,,,4,,576,0,0,1,0,0,1,1,0
1,68,20,0,1,0,0,9,0,,0,1,1,,,,2,,400,0,0,1,0,0,1,0,0
6,39,49,0,0,0,0,0,9,20,8,1,0,10,54,15,5,0,2401,0,0,1,0,0,1,1,1
7,70,18,0,0,0,0,10,1,17,1,1,0,,,,4,,324,0,0,1,0,0,0,0,0
2,68,20,0,0,0,0,9,1,19,1,1,1,,,,2,,400,0,0,1,0,0,1,0,0
11,64,23,0,0,0,0,9,2,21,2,1,0,,,,2,,529,0,0,0,0,0,0,0,0
1,60,28,0,1,0,1,4,2,22,2,1,0,12,86,26,6,7,784,0,0,0,0,0,1,0,1
10,65,22,0,1,0,0,10,1,22,1,1,1,,,,2,,484,0,0,0,1,0,0,0,0
5,66,22,0,1,0,1,10,1,21,1,1,1,,,,3,,484,0,0,0,0,0,1,0,0
3,70,18,0,1,0,0,10,0,,0,1,1,,,,4,,324,0,0,0,0,0,1,0,0
1,55,33,0,0,0,0,5,5,19,5,1,1,,,,5,,1089,0,0,1,0,0,1,0,0
9,60,28,0,1,0,1,9,4,18,3,1,1,7,82,21,5,11,784,0,0,0,1,0,0,0,1
6,59,29,0,1,0,1,7,5,18,5,1,1,11,82,23,8,0,841,0,0,0,0,0,1,0,1
5,61,27,0,1,0,1,6,4,19,4,1,1,8,81,20,7,0,729,0,0,0,1,0,1,0,1
4,72,16,0,1,0,1,9,0,,0,1,0,,,,4,,256,0,0,0,0,0,1,0,0
2,70,18,0,1,0,0,7,0,,0,1,0,,,,4,,324,0,0,1,0,0,1,0,0
4,60,28,0,1,0,0,6,1,21,1,1,0,,,,2,,784,0,0,1,0,0,1,0,0
8,73,15,0,0,0,0,3,0,,0,1,0,,,,2,,225,0,0,0,0,0,0,0,0
3,57,31,0,1,0,0,6,5,17,5,1,1,4,81,24,6,10,961,0,0,0,1,0,1,0,1
6,64,24,0,1,0,0,7,2,19,2,1,0,10,86,22,6,7,576,0,0,1,0,0,1,0,1
7,42,46,0,1,0,0,5,4,17,4,1,1,10,79,37,4,4,2116,0,0,1,0,0,0,0,1
9,46,42,0,0,0,0,6,7,15,6,1,1,4,60,13,7,0,1764,0,0,0,1,0,0,0,1
1,73,15,0,1,0,1,8,0,,0,1,0,,,,4,,225,0,0,0,1,0,1,0,0
5,70,18,0,1,0,0,8,0,,0,1,0,,,,4,,324,0,0,0,0,0,1,0,0
1,57,31,0,0,0,0,0,3,19,3,0,0,11,80,23,,7,961,0,0,0,0,0,1,1,1
6,50,38,0,1,0,1,7,9,19,9,1,1,3,71,20,,0,1444,0,0,1,0,0,1,0,1
2,61,27,0,1,0,1,6,3,17,3,1,1,11,80,19,7,0,729,0,0,0,1,0,1,0,1
6,63,25,0,0,0,0,7,3,16,3,1,1,,,,4,,625,0,0,1,0,0,1,0,0
9,49,39,0,1,0,0,10,4,19,4,1,1,,,,5,,1521,0,0,1,0,0,0,0,0
12,66,21,0,0,0,0,7,1,20,1,1,0,,,,6,,441,0,0,1,0,0,0,0,0
2,65,23,0,1,0,1,0,1,17,1,1,1,,,,3,,529,0,0,0,1,0,1,1,0
5,51,37,0,0,0,0,0,3,22,3,1,1,10,86,35,5,0,1369,0,0,1,0,0,1,1,1
6,57,31,0,1,0,0,6,4,20,4,1,1,12,80,23,4,7,961,0,0,1,0,0,1,0,1
7,64,24,0,1,0,1,0,3,18,3,1,0,,,,5,,576,0,0,0,0,0,0,1,0
4,46,42,0,1,0,0,4,7,16,7,1,1,12,70,24,4,6,1764,0,0,0,0,1,1,0,1
7,53,35,0,1,0,0,0,4,17,3,1,1,3,85,31,,7,1225,0,0,1,0,0,0,1,1
7,70,18,0,1,0,0,10,0,,0,1,0,,,,3,,324,0,0,0,0,0,0,0,0
6,44,44,0,0,0,0,4,8,19,6,1,1,4,61,16,6,1,1936,0,0,0,0,0,1,0,1
8,63,25,0,0,0,0,7,3,17,3,1,1,8,82,19,4,,625,0,0,0,0,0,0,0,1
6,62,26,0,1,0,0,12,1,23,1,1,1,6,85,23,4,12,676,0,0,1,0,0,1,0,1
5,56,32,0,1,0,0,10,3,20,3,1,1,,,,5,,1024,0,0,0,1,0,1,0,0
10,65,22,0,1,0,0,7,1,20,1,1,0,,,,4,,484,0,0,0,1,0,0,0,0
2,63,25,0,1,0,0,10,1,22,1,1,1,2,84,21,2,12,625,0,0,0,0,1,1,0,1
4,53,35,0,1,0,0,9,6,20,6,1,1,1,86,32,6,12,1225,0,0,0,1,0,1,0,1
5,65,23,0,1,0,0,12,1,19,1,1,1,,,,1,,529,0,0,0,1,0,1,0,0
8,43,45,0,0,0,0,0,10,15,8,1,1,,,,10,,2025,0,0,0,0,0,0,1,0
8,59,29,0,0,0,0,0,6,14,6,1,1,,,,6,,841,0,0,1,0,0,0,1,0
2,70,18,0,0,0,0,4,0,,0,1,1,,,,4,,324,0,0,0,0,0,1,0,0
8,66,22,0,0,0,0,7,2,17,1,1,1,1,80,13,,3,484,0,0,0,0,0,0,0,1
11,49,38,0,0,0,0,3,6,17,6,1,1,8,73,23,6,2,1444,0,0,1,0,0,0,0,1
4,44,44,0,0,0,0,4,9,19,5,1,0,9,80,36,6,4,1936,0,0,1,0,0,1,0,1
3,62,26,0,1,0,0,7,3,15,3,1,1,,,,5,,676,0,0,1,0,0,1,0,0
3,69,19,0,1,0,0,7,1,18,1,1,1,6,86,17,5,7,361,0,0,1,0,0,1,0,1
8,52,36,0,1,0,1,2,9,19,8,1,1,1,71,18,9,0,1296,0,0,1,0,0,0,0,1
6,62,26,0,1,0,1,0,1,26,1,1,0,,,,2,,676,0,0,0,0,0,1,1,0
9,47,41,0,0,0,1,0,3,20,3,1,0,5,70,22,4,,1681,0,0,1,0,0,0,1,1
1,51,37,0,0,0,1,0,6,18,6,1,1,7,73,22,5,0,1369,0,0,1,0,0,1,1,1
4,69,19,0,0,0,1,7,1,18,1,1,0,,,,6,,361,0,0,1,0,0,1,0,0
11,50,37,0,1,0,1,7,8,19,8,1,1,7,78,27,10,0,1369,0,0,0,1,0,0,0,1
11,58,29,0,1,0,1,10,4,19,4,1,1,8,78,19,6,7,841,0,0,1,0,0,0,0,1
11,65,23,0,1,0,1,7,2,19,2,1,1,,,,4,,529,0,0,0,1,0,0,0,0
4,61,27,0,1,0,1,0,6,13,6,1,0,11,82,21,4,7,729,0,0,1,0,0,1,1,1
2,70,18,0,0,0,1,7,2,15,2,1,0,,,,6,,324,0,0,1,0,0,1,0,0
6,41,47,0,1,0,0,2,6,20,6,1,0,,,,10,,2209,0,0,1,0,0,1,0,0
5,60,28,0,1,0,1,7,3,17,3,1,1,,,,6,,784,0,0,1,0,0,1,0,0
1,71,17,0,1,0,1,0,0,,0,1,0,,,,5,,289,0,0,0,0,0,1,1,0
3,68,20,0,0,0,0,9,0,,0,1,1,,,,4,,400,0,0,1,0,0,1,0,0
10,59,29,0,1,0,0,0,3,16,2,1,1,5,74,14,5,0,841,0,0,1,0,0,0,1,1
4,65,23,0,1,0,1,6,3,17,3,1,0,6,83,18,5,0,529,0,0,0,0,0,1,0,1
6,63,25,0,1,0,0,3,1,22,1,1,1,12,86,23,6,,625,0,0,1,0,0,1,0,1
6,59,29,0,1,0,0,7,4,17,4,1,1,4,76,16,6,5,841,0,0,0,1,0,1,0,1
2,72,16,0,1,0,0,7,0,,0,1,0,,,,5,,256,0,0,0,1,0,1,0,0
6,56,32,0,1,0,0,6,2,20,2,1,1,11,86,30,4,5,1024,0,0,1,0,0,1,0,1
2,50,38,0,1,0,0,0,6,18,5,1,0,11,82,32,7,0,1444,0,0,1,0,0,1,1,1
1,73,15,0,1,0,0,7,0,,0,1,0,,,,2,,225,0,0,1,0,0,1,0,0
10,43,45,0,0,0,0,0,13,18,13,1,0,9,71,27,6,0,2025,0,0,0,1,0,0,1,1
4,58,30,0,1,0,0,0,4,19,3,1,1,1,75,16,7,0,900,0,0,0,1,0,1,1,1
6,60,28,0,0,0,0,0,2,17,2,1,1,,,,4,,784,0,0,1,0,0,1,1,0
1,55,33,0,1,0,1,7,3,21,3,1,1,2,87,32,7,0,1089,0,0,1,0,0,1,0,1
7,40,48,0,0,0,0,0,7,20,7,1,0,4,64,23,,0,2304,0,0,0,0,0,0,1,1
3,56,32,0,1,0,0,6,3,18,3,1,1,,,,6,,1024,0,0,1,0,0,1,0,0
4,53,35,0,1,0,0,0,5,21,5,1,0,2,73,19,10,0,1225,0,0,0,0,0,1,1,1
7,65,23,0,1,0,0,0,3,18,3,1,0,,,,3,,529,0,0,0,1,0,0,1,0
1,41,47,0,0,0,0,0,2,28,2,1,0,,,,10,,2209,0,0,1,0,0,1,1,0
10,69,19,0,0,0,0,5,1,17,1,1,0,,,,8,,361,0,0,1,0,0,0,0,0
1,69,19,0,1,0,0,7,0,,0,1,0,3,85,16,5,0,361,0,0,1,0,0,1,0,1
10,73,15,0,1,0,0,7,0,,0,1,0,,,,2,,225,0,0,1,0,0,0,0,0
2,68,20,0,1,0,0,0,0,,0,1,0,,,,4,,400,0,0,0,0,0,1,1,0
3,65,23,0,1,0,0,3,1,19,1,1,0,,,,5,,529,0,0,1,0,0,1,0,0
3,73,15,0,1,0,0,0,0,,0,0,0,,,,2,,225,0,0,0,0,0,1,1,0
6,51,37,0,1,0,1,7,6,18,6,1,1,1,68,16,8,0,1369,0,0,0,1,0,1,0,1
8,44,44,0,1,0,1,3,6,20,6,1,1,1,73,28,7,7,1936,0,0,1,0,0,0,0,1
6,63,25,0,1,0,0,0,0,,0,1,0,12,81,18,5,4,625,0,0,1,0,0,1,1,1
9,57,31,0,1,0,0,0,6,17,6,1,1,11,81,24,5,0,961,0,0,0,0,0,0,1,1
11,71,16,0,1,0,0,9,0,,0,1,0,,,,3,,256,0,0,0,1,0,0,0,0
1,48,40,0,1,0,1,14,5,20,4,1,1,1,74,26,8,15,1600,0,0,0,1,0,1,0,1
10,59,29,0,1,0,1,7,5,18,5,1,0,9,77,17,5,7,841,0,0,0,0,1,0,0,1
6,55,33,0,0,0,0,7,6,18,6,1,1,8,80,25,8,0,1089,0,0,0,0,0,1,0,1
1,70,18,0,1,0,0,7,0,,0,1,0,,,,2,,324,0,0,1,0,0,1,0,0
10,47,41,0,1,0,1,7,6,21,6,1,1,8,73,25,6,6,1681,0,0,0,1,0,0,0,1
3,65,23,0,1,0,1,7,1,21,1,1,1,11,87,22,6,0,529,0,0,1,0,0,1,0,1
6,50,38,0,1,0,0,4,7,22,7,1,1,,,,12,,1444,0,0,0,0,0,1,0,0
6,67,21,0,0,0,0,6,2,17,2,1,0,,,,6,,441,0,0,1,0,0,1,0,0
3,63,25,1,0,0,0,16,0,,0,1,0,,,,2,,625,0,0,0,1,0,1,0,0
2,65,23,1,0,0,0,15,1,21,1,1,1,,,,2,,529,0,0,0,1,0,1,0,0
11,68,20,0,0,0,0,0,0,,0,1,0,,,,5,,400,0,0,0,0,0,0,1,0
9,66,22,0,0,0,0,10,0,,0,1,1,,,,4,,484,0,0,1,0,0,0,0,0
10,45,43,0,1,0,0,0,3,14,3,1,0,3,59,13,10,0,1849,0,0,0,1,0,0,1,1
4,64,24,0,1,0,0,5,2,19,2,1,1,7,87,23,4,,576,0,0,0,1,0,1,0,1
4,60,28,0,1,0,0,0,4,22,4,1,0,,,,4,,784,0,0,1,0,0,1,1,0
4,58,30,0,0,0,0,0,4,20,4,0,0,,,,4,,900,0,0,0,0,0,1,1,0
4,60,28,0,0,0,0,0,5,17,5,1,0,5,78,18,5,0,784,0,0,0,0,0,1,1,1
11,49,39,0,0,0,0,0,7,20,7,1,0,,,,3,,1521,0,0,0,0,0,0,1,0
2,70,18,0,0,0,0,0,0,,0,1,0,,,,1,,324,0,0,0,1,0,1,1,0
5,55,33,0,1,0,1,0,4,19,4,1,0,,,,6,,1089,0,0,1,0,0,1,1,0
1,66,22,0,1,0,1,7,2,18,2,1,1,1,87,21,4,5,484,0,0,1,0,0,1,0,1
3,70,18,0,1,0,1,7,1,15,1,1,1,,,,6,,324,0,0,1,0,0,1,0,0
6,67,21,0,0,0,0,9,1,20,1,1,1,,,,5,,441,0,0,0,0,0,1,0,0
12,68,19,0,0,0,0,7,0,,0,1,0,,,,5,,361,0,0,1,0,0,0,0,0
5,70,18,0,1,0,1,7,0,,0,1,1,,,,1,,324,0,0,0,0,0,1,0,0
7,59,29,0,1,0,1,0,5,17,4,1,0,8,79,20,2,0,841,0,0,1,0,0,0,1,1
8,55,33,0,0,0,0,0,5,17,5,1,1,11,74,19,,0,1089,0,0,0,0,0,0,1,1
5,57,31,0,1,0,1,0,5,17,4,1,1,,,,4,,961,0,0,1,0,0,1,1,0
11,60,28,0,1,0,0,7,3,17,3,1,1,,,,4,,784,0,0,1,0,0,0,0,0
3,63,25,0,1,0,0,10,1,21,1,1,1,,,,4,,625,0,0,1,0,0,1,0,0
1,72,16,0,1,0,0,9,0,,0,1,0,,,,4,,256,0,0,1,0,0,1,0,0
6,58,30,0,1,0,1,0,5,17,5,1,1,1,75,16,5,0,900,0,0,0,0,0,1,1,1
8,57,31,0,0,0,0,0,1,18,1,1,0,12,78,21,6,0,961,0,0,1,0,0,0,1,1
6,50,38,0,1,0,0,6,6,19,6,1,1,3,71,20,4,0,1444,0,0,1,0,0,1,0,1
7,72,16,0,1,0,1,7,0,,0,1,0,,,,2,,256,0,0,1,0,0,0,0,0
11,72,16,0,1,0,0,9,0,,0,1,0,,,,3,,256,0,0,1,0,0,0,0,0
11,52,36,0,0,0,1,0,8,17,7,1,0,5,69,16,8,0,1296,0,0,1,0,0,0,1,1
8,60,28,0,1,0,1,2,5,18,5,1,1,12,77,17,5,0,784,0,0,1,0,0,0,0,1
4,70,18,0,0,0,1,7,0,,0,1,0,,,,2,,324,0,0,1,0,0,1,0,0
5,53,35,0,0,0,0,0,4,18,4,1,0,,,,4,,1225,0,0,1,0,0,1,1,0
7,62,26,0,0,0,0,0,4,18,3,1,1,,,,6,,676,0,0,1,0,0,0,1,0
11,46,42,0,1,0,1,3,5,22,5,1,1,,,,6,,1764,0,0,1,0,0,0,0,0
1,60,28,0,1,0,1,0,5,16,5,1,1,2,82,22,5,5,784,0,0,1,0,0,1,1,1
12,49,38,0,1,0,0,3,4,17,3,1,1,5,72,22,6,7,1444,0,0,1,0,0,0,0,1
5,61,27,0,1,0,0,5,2,18,2,1,1,,,,2,,729,0,0,0,0,0,1,0,0
7,53,35,0,1,0,0,7,7,18,7,1,1,11,76,23,8,0,1225,0,0,1,0,0,0,0,1
9,73,15,0,1,0,0,7,0,,0,1,0,,,,3,,225,0,0,1,0,0,0,0,0
12,69,18,0,1,0,0,7,2,16,2,1,0,,,,2,,324,0,0,1,0,0,0,0,0
2,68,20,0,0,0,1,10,1,20,1,1,1,,,,4,,400,0,0,1,0,0,1,0,0
1,62,26,0,1,0,0,0,2,21,1,1,1,,,,4,,676,0,0,1,0,0,1,1,0
4,50,38,0,1,0,1,0,9,12,7,1,0,,,,,,1444,0,0,0,0,0,1,1,0
9,68,20,0,1,0,1,2,1,19,1,1,0,,,,4,,400,0,0,0,0,0,0,0,0
6,65,23,0,0,0,1,0,3,17,3,1,0,,,,3,,529,0,0,1,0,0,1,1,0
7,39,49,0,0,0,0,1,9,16,8,1,0,2,63,23,6,0,2401,0,0,1,0,0,0,0,1
12,52,35,0,1,0,0,0,5,17,4,1,1,10,84,31,6,0,1225,0,0,1,0,0,0,1,1
4,56,32,0,0,0,1,4,5,18,5,1,1,11,73,17,5,6,1024,0,0,0,1,0,1,0,1
1,47,41,0,0,0,1,0,11,16,9,1,0,7,78,31,6,7,1681,0,0,1,0,0,1,1,1
5,41,47,0,0,0,1,0,4,18,4,1,0,1,62,20,4,0,2209,0,0,0,0,0,1,1,1
5,72,16,0,1,0,1,2,0,,0,1,0,,,,6,,256,0,0,0,0,0,1,0,0
4,54,34,0,1,0,1,0,3,23,3,1,0,7,75,21,6,7,1156,0,0,0,0,0,1,1,1
3,52,36,0,0,0,0,0,7,16,7,1,1,11,67,15,7,4,1296,0,0,1,0,0,1,1,1
11,70,18,0,0,0,1,6,1,17,1,1,0,,,,5,,324,0,0,0,0,0,0,0,0
8,64,24,0,1,0,0,0,1,23,1,1,1,,,,,,576,0,0,0,0,0,0,1,0
9,52,36,0,1,0,0,5,6,17,6,1,1,10,68,16,6,0,1296,0,0,1,0,0,0,0,1
7,67,21,0,1,0,0,10,2,17,2,1,1,2,87,19,6,12,441,0,0,1,0,0,0,0,1
12,69,18,0,1,0,0,9,0,,0,1,0,,,,5,,324,0,0,1,0,0,0,0,0
8,47,41,0,1,0,0,2,10,15,10,1,1,3,62,14,5,4,1681,0,0,0,0,0,0,0,1
2,51,37,0,1,0,0,0,8,19,7,1,1,11,75,24,8,4,1369,0,0,1,0,0,1,1,1
8,72,16,0,1,0,0,7,0,,0,1,0,,,,4,,256,0,0,0,0,0,0,0,0
3,62,26,0,1,0,0,0,3,16,3,1,1,11,85,23,6,2,676,0,0,1,0,0,1,1,1
2,44,44,0,0,0,1,1,7,17,6,1,1,4,60,16,6,0,1936,0,0,0,0,0,1,0,1
2,49,39,0,0,0,0,3,5,23,4,1,1,2,80,31,6,0,1521,0,0,1,0,0,1,0,1
1,63,25,0,0,0,1,0,2,17,2,1,1,6,84,21,7,5,625,0,0,0,0,0,1,1,1
8,44,44,0,1,0,1,0,12,18,12,1,0,5,66,21,10,0,1936,0,0,0,1,0,0,1,1
1,43,45,0,1,0,1,0,11,18,11,1,1,11,63,20,,3,2025,0,0,1,0,0,1,1,1
9,66,22,0,1,0,1,7,1,21,1,1,0,,,,10,,484,0,0,0,0,0,0,0,0
7,48,40,0,1,0,0,4,5,21,5,1,0,4,76,27,8,0,1600,0,0,0,0,0,0,0,1
10,61,27,0,1,0,1,0,2,20,2,1,1,,,,4,,729,0,0,0,1,0,0,1,0
7,58,30,0,1,0,0,5,5,15,5,1,1,1,86,27,5,0,900,0,0,0,1,0,0,0,1
6,48,40,0,0,0,0,5,7,19,7,1,1,,,,7,,1600,0,0,0,0,0,1,0,0
7,57,31,0,0,0,0,0,2,18,2,1,0,,,,4,,961,0,0,0,0,0,0,1,0
9,52,36,0,0,0,0,0,8,15,7,0,0,9,69,17,4,0,1296,0,0,0,0,0,0,1,1
7,63,25,0,0,0,1,10,2,21,2,1,1,,,,6,,625,0,0,0,0,0,0,0,0
3,61,27,0,1,0,1,0,1,15,1,1,0,9,87,26,1,7,729,0,0,0,0,0,1,1,1
9,42,46,0,1,0,1,6,4,22,4,1,1,,,,2,,2116,0,0,0,1,0,0,0,0
4,55,33,0,1,0,1,0,5,16,5,1,1,5,81,26,3,0,1089,0,0,1,0,0,1,1,1
3,47,41,0,1,0,1,0,4,30,4,1,1,11,78,31,10,0,1681,0,0,0,0,0,1,1,1
6,62,26,0,1,0,1,0,4,18,4,1,0,1,83,20,12,0,676,0,0,1,0,0,1,1,1
8,56,32,0,1,0,0,0,7,17,6,1,1,9,85,29,3,3,1024,0,0,0,0,0,0,1,1
3,50,38,0,0,0,1,1,9,15,9,1,1,7,83,33,9,0,1444,0,0,1,0,0,1,0,1
10,50,38,0,0,0,0,0,7,16,7,1,0,,,,15,,1444,0,0,1,0,0,0,1,0
2,59,29,0,1,0,0,0,4,18,4,1,1,12,79,20,8,0,841,0,0,1,0,0,1,1,1
8,73,15,0,1,0,0,7,0,,0,1,0,,,,4,,225,0,0,1,0,0,0,0,0
10,59,29,0,0,0,0,0,2,23,2,1,0,,,,5,,841,0,0,0,0,0,0,1,0
7,49,39,0,1,0,0,0,8,20,7,1,1,2,70,20,5,0,1521,0,0,1,0,0,0,1,1
4,49,39,0,1,0,1,0,3,29,3,1,0,,,,4,,1521,0,0,1,0,0,1,1,0
2,59,29,0,1,0,1,0,0,,0,1,1,3,75,16,4,0,841,0,0,1,0,0,1,1,1
6,62,26,0,1,0,1,0,2,19,2,1,1,7,80,18,4,10,676,0,0,0,0,0,1,1,1
2,50,38,0,1,0,1,0,10,18,9,1,1,6,72,22,5,0,1444,0,0,0,0,0,1,1,1
1,71,17,0,1,0,1,7,0,,0,1,0,,,,5,,289,0,0,1,0,0,1,0,0
10,45,43,0,1,0,1,1,3,15,3,1,0,7,61,15,6,6,1849,0,0,0,1,0,0,0,1
8,54,34,0,1,0,0,0,5,24,5,1,1,,,,3,,1156,0,0,0,0,0,0,1,0
5,50,38,0,1,0,1,6,7,18,4,1,,11,67,17,10,4,1444,0,0,1,0,0,1,0,1
9,58,30,0,1,0,1,9,5,19,5,1,1,,,,4,,900,0,0,0,0,0,0,0,0
3,40,48,0,0,0,0,0,8,20,7,1,0,,,,20,,2304,0,0,0,0,0,1,1,0
2,44,44,0,1,0,1,0,11,17,11,0,0,2,59,15,9,3,1936,0,0,1,0,0,1,1,1
10,73,15,0,1,0,1,7,0,,0,1,0,,,,6,,225,0,0,1,0,0,0,0,0
8,63,25,0,0,0,1,0,3,19,3,1,1,1,81,17,0,0,625,0,0,0,0,0,0,1,1
2,69,19,0,1,0,1,7,0,,0,1,1,,,,4,,361,0,0,0,0,0,1,0,0
