husage,husunion,husearns,huseduc,husblck,hushisp,hushrs,kidge6,earns,age,black,educ,hispanic,union,faminc,husexp,exper,kidlt6,hours,expersq,nwifeinc,inlf,hrwage,lwage
34,1,310,12,1,0,40,0,425.0,32,1,15,0,0,45000.0,16,11,1,40,121,22.899999618530273,1,10.625,2.3632097244262695
57,0,500,12,0,0,40,0,220.0,56,0,14,0,0,32500.0,39,36,0,32,1296,21.059999465942383,1,6.875,1.9278916120529175
45,0,200,6,0,1,64,1,26.0,35,0,6,1,0,13750.0,33,23,0,6,529,12.39799976348877,1,4.333333492279053,1.4663370847702026
32,0,600,12,0,0,60,0,0.0,30,0,12,0,,32500.0,14,12,1,0,144,32.5,0,,
49,0,1280,16,0,0,56,1,0.0,47,0,12,0,,45000.0,27,29,0,0,841,45.0,0,,
50,,0,11,1,0,60,0,200.0,45,1,12,0,0,32500.0,33,27,0,40,729,22.100000381469727,1,5.0,1.6094379425048828
54,1,354,11,0,0,40,0,475.0,50,0,12,0,0,45000.0,37,32,0,0,1024,20.299999237060547,0,,
39,,0,16,0,0,60,0,0.0,36,0,14,0,,22500.0,17,16,1,0,256,22.5,0,,
35,0,400,12,0,0,32,1,268.0,34,0,13,0,0,55000.0,17,15,0,40,225,41.06399917602539,1,6.699999809265137,1.9021074771881104
29,0,400,12,0,0,40,0,322.0,26,0,14,0,0,27500.0,11,6,0,40,36,10.755999565124512,1,8.050000190734863,2.08567214012146
53,0,200,18,0,0,40,0,100.0,52,0,16,0,0,22500.0,29,30,0,20,900,17.299999237060547,1,5.0,1.6094379425048828
35,,0,12,0,0,55,0,125.0,37,0,12,0,0,22500.0,17,19,1,10,361,16.0,1,12.5,2.525728702545166
21,,0,9,0,0,0,0,0.0,23,0,12,0,,22500.0,6,5,0,0,25,22.5,0,,
40,1,250,4,0,1,40,0,250.0,46,0,12,1,1,22500.0,30,28,1,40,784,9.5,1,6.25,1.8325815200805664
39,0,300,12,0,0,40,1,440.0,39,0,12,0,0,45000.0,21,21,0,40,441,22.1200008392334,1,11.0,2.397895336151123
31,1,451,10,0,0,46,0,323.0,45,0,12,0,0,37500.0,15,27,0,45,729,20.70400047302246,1,7.1777777671813965,1.9709898233413696
38,,0,18,0,0,50,1,652.0,38,0,18,0,1,112500.0,14,14,0,30,196,78.59600067138672,1,21.733333587646484,3.0788471698760986
46,,0,18,0,0,77,1,276.0,30,0,12,0,0,0.0,22,12,0,28,144,0.0,1,9.857142448425293,2.288196325302124
34,1,560,12,0,0,40,0,0.0,29,0,9,0,,32500.0,16,14,1,0,196,32.5,0,,
38,0,300,12,0,0,40,0,0.0,52,0,15,0,,45000.0,20,31,0,0,961,45.0,0,,
53,1,520,14,0,0,40,0,0.0,52,0,13,0,,22500.0,33,33,0,0,1089,22.5,0,,
59,,0,18,0,1,40,0,0.0,55,0,18,1,,112500.0,35,31,0,0,961,112.5,0,,
50,,0,12,0,0,98,1,0.0,47,0,16,0,,0.0,32,25,0,0,625,0.0,0,,
57,0,390,12,1,0,40,0,320.0,55,1,12,0,0,45000.0,39,37,0,40,1369,28.360000610351562,1,8.0,2.079441547393799
32,0,800,16,0,0,55,0,450.0,27,0,14,0,0,45000.0,10,7,0,40,49,21.600000381469727,1,11.25,2.420368194580078
26,0,378,12,0,0,42,0,0.0,24,0,12,0,,11500.0,8,6,1,0,36,11.5,0,,
32,0,1000,16,0,0,40,0,480.0,35,0,16,0,1,45000.0,10,13,1,32,169,20.040000915527344,1,15.0,2.70805025100708
36,0,538,12,0,0,0,0,538.0,32,0,10,0,0,55000.0,18,16,1,40,256,27.02400016784668,1,13.449999809265137,2.5989789962768555
55,0,1100,14,0,0,0,1,320.0,53,0,12,0,0,112500.0,35,35,0,40,1225,95.86000061035156,1,8.0,2.079441547393799
51,0,440,12,0,0,40,0,500.0,46,0,12,0,0,45000.0,33,28,0,45,784,19.0,1,11.11111068725586,2.4079456329345703
51,,0,18,0,0,0,0,540.0,51,0,13,0,0,32500.0,27,32,0,40,1024,4.420000076293945,1,13.5,2.602689743041992
42,1,786,12,0,0,40,1,158.0,40,0,12,0,1,45000.0,24,22,0,30,484,36.784000396728516,1,5.266666889190674,1.6613976955413818
41,0,800,12,0,0,40,1,0.0,37,0,12,0,,45000.0,23,19,0,0,361,45.0,0,,
29,1,368,12,0,0,30,0,620.0,30,0,16,0,0,55000.0,11,8,1,40,64,22.760000228881836,1,15.5,2.740839958190918
34,0,180,12,0,1,60,0,0.0,43,0,0,1,,3000.0,16,37,0,0,1369,3.0,0,,
57,0,340,10,0,0,40,0,0.0,53,0,12,0,,32500.0,41,35,0,0,1225,32.5,0,,
32,1,600,12,0,1,40,0,0.0,24,0,9,0,,17500.0,14,9,1,0,81,17.5,0,,
32,0,576,11,0,0,40,0,0.0,27,0,12,0,,22500.0,15,9,1,0,81,22.5,0,,
59,1,1110,12,0,0,0,0,0.0,57,0,12,0,,55000.0,41,39,0,0,1521,55.0,0,,
59,,0,18,0,0,0,0,900.0,53,0,18,0,1,55000.0,35,29,0,0,841,8.199999809265137,0,,
53,1,420,13,1,0,40,0,0.0,50,1,10,0,,32500.0,34,34,0,0,1156,32.5,0,,
24,0,400,14,0,0,30,1,294.0,31,0,13,0,0,32500.0,4,12,0,40,144,17.211999893188477,1,7.349999904632568,1.994700312614441
45,,0,12,0,0,0,1,228.0,36,0,14,0,0,8750.0,27,16,0,40,256,0.0,1,5.699999809265137,1.7404661178588867
34,,0,14,0,0,40,0,375.0,33,0,16,0,0,37500.0,14,11,1,40,121,18.0,1,9.375,2.238046646118164
59,,0,13,0,0,0,0,0.0,45,0,14,0,,45000.0,40,25,0,0,625,45.0,0,,
29,0,399,10,0,1,38,0,548.0,28,0,15,1,0,27500.0,13,7,0,40,49,0.0,1,13.699999809265137,2.6173958778381348
42,,0,18,0,0,50,1,200.0,42,0,16,0,0,67500.0,18,20,0,20,400,57.099998474121094,1,10.0,2.3025851249694824
62,,0,9,0,1,0,0,0.0,58,0,9,1,,32500.0,47,43,0,0,1849,32.5,0,,
42,,0,18,0,0,40,1,0.0,41,0,16,0,,112500.0,18,19,0,0,361,112.5,0,,
38,,0,12,0,0,0,0,0.0,40,0,12,0,,17500.0,20,22,1,0,484,17.5,0,,
25,0,425,13,0,0,38,0,210.0,23,0,13,0,0,32500.0,6,4,0,40,16,21.579999923706055,1,5.25,1.6582280397415161
38,1,372,12,0,0,63,1,0.0,35,0,12,0,,22500.0,20,17,0,0,289,22.5,0,,
34,0,768,12,0,0,48,1,260.0,40,0,12,0,0,45000.0,16,22,0,40,484,31.479999542236328,1,6.5,1.8718022108078003
28,1,400,12,0,0,40,0,400.0,31,0,12,0,1,37500.0,10,13,1,45,169,16.700000762939453,1,8.88888931274414,2.1848020553588867
26,0,400,12,0,0,40,0,405.0,25,0,12,0,1,37500.0,8,7,0,40,49,16.440000534057617,1,10.125,2.3150076866149902
52,1,673,18,0,0,40,1,400.0,48,0,14,0,0,0.0,28,28,0,40,784,0.0,1,10.0,2.3025851249694824
45,0,1923,16,0,0,80,1,0.0,43,0,13,0,,55000.0,23,24,0,0,576,55.0,0,,
28,1,606,14,0,0,40,0,470.0,27,0,12,0,1,67500.0,8,9,0,40,81,43.060001373291016,1,11.75,2.463853359222412
21,,0,12,0,1,40,0,100.0,20,0,12,0,0,17500.0,3,2,1,16,4,12.300000190734863,1,6.25,1.8325815200805664
44,1,447,12,0,0,48,0,264.0,41,0,12,0,0,45000.0,26,23,0,35,529,31.27199935913086,1,7.5428571701049805,2.0206010341644287
42,,0,16,0,0,60,1,500.0,41,0,18,0,0,55000.0,20,17,0,32,289,29.0,1,15.625,2.7488722801208496
39,0,750,16,0,0,40,0,255.0,32,0,12,0,0,55000.0,17,14,1,40,196,41.7400016784668,1,6.375,1.852384090423584
38,0,379,12,0,0,50,0,195.0,32,0,13,0,0,27500.0,20,13,1,20,169,17.360000610351562,1,9.75,2.2772672176361084
43,0,400,16,0,0,40,0,335.0,38,0,16,0,0,27500.0,21,16,1,40,256,10.079999923706055,1,8.375,2.125251054763794
55,0,750,17,0,0,24,0,336.0,56,0,16,0,0,67500.0,32,34,0,24,1156,50.02799987792969,1,14.0,2.6390573978424072
41,1,540,12,0,0,50,1,200.0,41,0,16,0,0,3000.0,23,19,0,28,361,0.0,1,7.142857074737549,1.9661128520965576
38,1,1038,18,0,0,40,0,0.0,57,0,12,0,,67500.0,14,39,1,0,1521,67.5,0,,
63,,0,9,0,0,60,0,220.0,59,0,9,0,0,27500.0,48,44,0,49,1936,16.059999465942383,1,4.489795684814453,1.5018072128295898
50,,0,12,1,1,0,1,175.0,47,1,12,1,0,0.0,32,29,0,32,841,0.0,1,5.46875,1.6990500688552856
59,1,500,7,0,0,50,1,126.0,55,0,10,0,0,22500.0,46,39,0,28,1521,15.947999954223633,1,4.5,1.504077434539795
47,0,900,16,0,0,0,1,900.0,46,0,18,0,1,112500.0,25,22,0,50,484,65.69999694824219,1,18.0,2.890371799468994
43,0,800,16,0,0,40,0,850.0,38,0,17,0,0,112500.0,21,15,0,40,225,68.30000305175781,1,21.25,3.056356906890869
34,0,1923,16,0,0,50,0,0.0,31,0,12,0,,112500.0,12,13,1,0,169,112.5,0,,
51,,0,18,0,0,60,0,520.0,49,0,18,0,0,112500.0,27,25,0,40,625,85.45999908447266,1,13.0,2.5649492740631104
64,0,600,13,0,0,36,0,150.0,37,0,14,0,0,37500.0,45,17,0,0,289,29.700000762939453,0,,
51,,0,12,0,1,0,0,0.0,50,0,11,1,,112500.0,33,33,0,0,1089,112.5,0,,
29,0,460,16,1,0,38,0,350.0,29,1,16,0,0,45000.0,7,7,1,40,49,26.799999237060547,1,8.75,2.169053792953491
34,0,850,15,0,0,60,0,0.0,35,0,16,0,,45000.0,13,13,1,0,169,45.0,0,,
29,0,328,12,1,0,0,0,220.0,30,1,12,0,0,32500.0,11,12,1,40,144,21.059999465942383,1,5.5,1.7047480344772339
61,0,900,14,0,0,40,0,210.0,58,0,15,0,0,32500.0,41,37,0,20,1369,21.579999923706055,1,10.5,2.3513753414154053
55,0,260,9,0,0,40,0,0.0,48,0,11,0,,11500.0,40,31,0,0,961,11.5,0,,
54,0,1442,16,0,0,50,1,425.0,47,0,18,0,1,112500.0,32,23,0,35,529,90.4000015258789,1,12.142857551574707,2.4967410564422607
48,,0,10,0,0,60,1,0.0,43,0,12,0,,6250.0,32,25,0,0,625,6.25,0,,
42,,0,13,1,0,0,0,0.0,30,0,12,0,,45000.0,23,12,0,0,144,45.0,0,,
48,0,560,12,0,0,48,1,0.0,47,0,12,0,,45000.0,30,29,0,0,841,45.0,0,,
44,,0,12,0,0,55,1,231.0,43,0,13,0,0,27500.0,26,24,0,40,576,15.48799991607666,1,5.775000095367432,1.7535382509231567
39,0,530,15,0,0,42,0,0.0,37,0,13,0,,22500.0,18,18,1,0,324,22.5,0,,
56,1,476,14,0,0,0,0,500.0,46,0,12,0,0,22500.0,36,28,0,48,784,0.0,1,10.416666984558105,2.343407154083252
38,0,500,14,0,0,55,0,0.0,35,0,12,0,,32500.0,18,17,1,0,289,32.5,0,,
38,,0,12,0,0,70,0,250.0,35,0,14,0,0,0.0,20,15,1,10,225,0.0,1,25.0,3.2188758850097656
36,0,615,12,0,0,40,1,807.0,37,0,12,0,0,67500.0,18,19,0,40,361,25.535999298095703,1,20.174999237060547,3.004444122314453
43,0,1000,16,0,0,40,1,130.0,41,0,12,0,0,55000.0,21,23,0,20,529,48.2400016784668,1,6.5,1.8718022108078003
46,0,1040,18,0,0,40,1,0.0,58,0,12,0,,67500.0,22,40,0,0,1600,67.5,0,,
62,,0,13,0,0,0,0,0.0,47,0,14,0,,0.0,43,27,0,0,729,0.0,0,,
27,,0,13,0,0,60,0,80.0,23,0,12,0,0,8750.0,8,5,1,16,25,4.590000152587891,1,5.0,1.6094379425048828
44,0,928,12,0,0,40,1,660.0,39,0,14,0,1,112500.0,26,19,0,40,361,78.18000030517578,1,16.5,2.8033604621887207
30,0,654,12,0,0,40,0,616.0,26,0,12,0,0,67500.0,12,8,0,35,64,35.46799850463867,1,17.600000381469727,2.867898941040039
42,0,360,12,0,0,40,1,137.0,41,0,14,0,0,17500.0,24,21,0,20,441,10.37600040435791,1,6.849999904632568,1.9242486953735352
35,1,397,12,0,0,46,1,413.0,33,0,12,0,0,45000.0,17,15,0,40,225,23.52400016784668,1,10.324999809265137,2.3345680236816406
31,0,700,14,0,0,60,0,150.0,23,0,14,0,0,32500.0,11,3,1,40,9,24.700000762939453,1,3.75,1.3217558860778809
27,0,495,12,0,0,40,0,200.0,24,0,12,0,0,32500.0,9,6,0,40,36,22.100000381469727,1,5.0,1.6094379425048828
56,1,100,14,0,0,40,0,0.0,59,0,14,0,,0.0,36,39,0,0,1521,0.0,0,,
42,0,368,13,1,0,40,0,415.0,44,1,18,0,1,45000.0,23,20,0,40,400,23.420000076293945,1,10.375,2.3393990993499756
47,,0,13,0,0,70,1,0.0,36,0,12,0,,32500.0,28,18,0,0,324,32.5,0,,
58,,0,12,0,0,50,0,110.0,54,0,12,0,0,45000.0,40,36,0,27,1296,39.279998779296875,1,4.0740742683410645,1.4046435356140137
61,0,400,7,1,0,80,0,0.0,59,1,12,0,,67500.0,48,41,0,0,1681,67.5,0,,
33,,0,15,1,0,0,0,290.0,28,0,13,1,0,27500.0,12,9,1,40,81,12.420000076293945,1,7.25,1.9810014963150024
44,1,360,12,0,0,40,1,240.0,39,0,12,0,0,37500.0,26,21,0,40,441,25.020000457763672,1,6.0,1.7917594909667969
59,0,481,17,0,0,60,0,0.0,59,0,14,0,,22500.0,36,39,0,0,1521,22.5,0,,
37,0,320,12,0,0,40,1,0.0,35,0,12,0,,13750.0,19,17,0,0,289,13.75,0,,
33,1,320,12,0,0,40,0,0.0,40,0,11,0,,55000.0,15,23,0,0,529,55.0,0,,
41,0,400,12,0,0,62,1,280.0,30,0,14,0,0,45000.0,23,10,0,40,100,30.440000534057617,1,7.0,1.945910096168518
56,0,500,12,0,0,40,0,0.0,54,0,12,0,,45000.0,38,36,0,0,1296,45.0,0,,
48,,0,12,0,0,0,0,120.0,45,0,12,0,0,17500.0,30,27,0,20,729,11.260000228881836,1,6.0,1.7917594909667969
54,0,300,13,1,0,40,0,122.0,59,1,14,0,0,27500.0,35,39,0,30,1521,21.1560001373291,1,4.066666603088379,1.4028236865997314
48,,0,14,0,1,0,0,0.0,45,0,12,1,,22500.0,28,27,1,0,729,22.5,0,,
60,1,408,12,0,0,48,0,0.0,58,0,16,0,,37500.0,42,36,0,0,1296,37.5,0,,
36,0,460,12,0,0,40,1,128.0,35,0,12,0,0,22500.0,18,17,0,24,289,15.843999862670898,1,5.333333492279053,1.6739764213562012
53,,0,8,0,0,65,0,230.0,48,0,13,0,0,22500.0,39,29,0,40,841,10.539999961853027,1,5.75,1.7491998672485352
43,,0,10,0,0,60,1,130.0,45,0,12,0,0,112500.0,27,27,0,0,729,105.73999786376953,0,,
30,0,400,10,0,0,40,0,100.0,28,0,12,0,0,22500.0,14,10,1,20,100,17.299999237060547,1,5.0,1.6094379425048828
39,0,1440,12,0,0,40,1,0.0,38,0,12,0,,45000.0,21,20,0,0,400,45.0,0,,
41,,0,15,0,0,30,0,0.0,36,0,15,0,,8750.0,20,15,0,0,225,8.75,0,,
47,0,560,16,0,0,42,0,600.0,43,0,16,0,0,112500.0,25,21,0,45,441,81.30000305175781,1,13.333333015441895,2.5902671813964844
55,0,1175,14,0,0,35,1,0.0,36,0,14,0,,67500.0,35,16,0,0,256,67.5,0,,
39,0,350,16,1,0,40,0,0.0,59,0,16,0,,22500.0,17,37,1,0,1369,22.5,0,,
74,,0,8,0,0,0,0,108.0,34,0,16,0,0,6250.0,60,12,0,18,144,0.6340000033378601,1,6.0,1.7917594909667969
46,0,1100,12,0,0,30,0,312.0,44,0,12,0,0,55000.0,28,26,1,24,676,38.7760009765625,1,13.0,2.5649492740631104
29,0,356,12,0,1,40,0,340.0,29,0,12,1,0,32500.0,11,11,1,40,121,14.819999694824219,1,8.5,2.140066146850586
35,1,748,3,0,0,0,0,0.0,31,0,8,0,,27500.0,26,17,1,0,289,27.5,0,,
44,,0,11,0,0,40,0,750.0,33,0,12,0,0,55000.0,27,15,0,40,225,16.0,1,18.75,2.9311938285827637
44,,0,11,0,0,40,0,750.0,33,0,12,0,0,55000.0,27,15,0,40,225,16.0,1,18.75,2.9311938285827637
56,0,415,8,0,0,40,0,77.0,53,0,10,0,0,22500.0,42,37,0,16,1369,18.496000289916992,1,4.8125,1.5712167024612427
32,,0,12,0,0,70,0,0.0,28,0,12,0,,27500.0,14,10,1,0,100,27.5,0,,
42,0,800,12,1,0,40,1,0.0,37,1,13,0,,45000.0,24,18,0,0,324,45.0,0,,
30,0,390,12,0,0,45,1,0.0,27,0,12,0,,32500.0,12,9,0,0,81,32.5,0,,
43,0,300,12,0,1,55,1,149.0,44,0,2,1,0,22500.0,25,36,0,35,1296,14.751999855041504,1,4.257143020629883,1.4485982656478882
60,1,600,13,0,0,40,0,0.0,57,0,12,0,,27500.0,41,39,0,0,1521,27.5,0,,
44,0,577,14,0,0,40,0,0.0,29,0,12,0,,37500.0,24,11,0,0,121,37.5,0,,
42,0,1000,16,0,0,55,0,635.0,44,0,17,0,0,67500.0,20,21,0,40,441,34.47999954223633,1,15.875,2.7647454738616943
46,0,350,16,0,0,40,0,425.0,43,0,12,0,0,45000.0,24,25,0,40,625,22.899999618530273,1,10.625,2.3632097244262695
46,0,700,14,0,0,40,0,300.0,44,0,13,0,0,45000.0,26,25,0,0,625,29.399999618530273,0,,
33,1,520,16,0,0,40,0,264.0,33,0,16,0,0,45000.0,11,11,1,48,121,31.27199935913086,1,5.5,1.7047480344772339
42,0,720,14,0,0,40,0,400.0,41,0,14,0,0,67500.0,22,21,0,40,441,46.70000076293945,1,10.0,2.3025851249694824
45,1,400,18,0,0,40,1,656.0,45,0,18,0,0,67500.0,21,21,0,40,441,33.38800048828125,1,16.399999618530273,2.797281265258789
31,0,412,12,0,0,35,0,0.0,26,0,12,0,,22500.0,13,8,0,0,64,22.5,0,,
27,0,550,10,0,0,44,0,371.0,25,0,12,0,0,45000.0,11,7,1,40,49,25.70800018310547,1,9.274999618530273,2.227322578430176
70,,0,12,0,0,0,0,0.0,28,0,13,0,,55000.0,52,9,0,0,81,55.0,0,,
37,0,960,12,0,0,80,1,270.0,34,0,12,0,0,67500.0,19,16,0,24,256,53.459999084472656,1,11.25,2.420368194580078
32,0,850,16,0,0,50,0,0.0,32,0,14,0,,45000.0,10,12,1,0,144,45.0,0,,
35,0,400,16,0,0,40,0,500.0,32,0,18,0,0,45000.0,13,8,1,0,64,19.0,0,,
64,,0,12,0,0,0,0,0.0,53,0,12,0,,0.0,46,35,0,0,1225,0.0,0,,
31,0,250,12,0,0,40,0,246.0,31,0,18,0,0,32500.0,13,7,0,35,49,19.70800018310547,1,7.028571605682373,1.9499834775924683
36,0,310,12,0,0,40,0,0.0,36,0,16,0,,27500.0,18,14,1,0,196,27.5,0,,
60,0,846,18,0,0,40,0,461.0,58,0,18,0,0,3000.0,36,34,0,30,1156,0.0,1,15.366666793823242,2.7322006225585938
49,0,400,8,0,0,40,0,336.0,52,0,12,0,0,27500.0,35,34,0,40,1156,10.027999877929688,1,8.399999618530273,2.1282317638397217
43,1,1000,12,0,0,40,1,125.0,37,0,13,0,0,37500.0,25,18,0,16,324,31.0,1,7.8125,2.05572509765625
47,0,425,12,0,0,0,1,455.0,46,0,17,0,0,112500.0,29,23,0,40,529,88.83999633789062,1,11.375,2.431417942047119
30,,0,14,0,0,50,0,1346.0,29,0,14,0,0,55000.0,10,9,1,40,81,0.0,1,33.650001525878906,3.5160131454467773
33,1,284,13,0,0,38,0,301.0,32,0,12,0,1,22500.0,14,14,1,25,196,6.8480000495910645,1,12.039999961853027,2.488234519958496
41,,0,18,0,0,12,1,500.0,43,0,16,0,0,27500.0,17,21,0,40,441,1.5,1,12.5,2.525728702545166
52,0,1155,18,0,0,38,1,367.0,51,0,18,0,0,112500.0,28,27,0,0,729,93.41600036621094,0,,
45,,0,12,0,0,40,0,0.0,41,0,16,0,,3000.0,27,19,1,0,361,3.0,0,,
27,1,700,17,0,0,40,0,100.0,29,0,12,0,0,32500.0,4,11,0,20,121,27.299999237060547,1,5.0,1.6094379425048828
31,0,280,12,0,0,45,0,0.0,25,0,17,0,,17500.0,13,2,1,0,4,17.5,0,,
57,1,588,16,0,0,40,0,230.0,54,0,16,0,0,45000.0,35,32,0,40,1024,33.040000915527344,1,5.75,1.7491998672485352
35,0,300,12,0,0,40,0,0.0,32,0,12,0,,27500.0,17,14,1,0,196,27.5,0,,
26,0,170,6,0,1,12,0,320.0,26,0,12,1,0,22500.0,14,8,1,40,64,5.860000133514404,1,8.0,2.079441547393799
33,,0,14,0,0,60,0,600.0,33,0,12,0,1,55000.0,13,15,1,40,225,23.799999237060547,1,15.0,2.70805025100708
55,,0,12,1,0,0,1,800.0,45,1,15,0,0,0.0,37,24,0,0,576,0.0,0,,
43,0,999,18,0,0,45,0,0.0,41,0,14,0,,112500.0,19,21,1,0,441,112.5,0,,
29,0,349,15,1,0,60,0,700.0,32,1,16,0,0,45000.0,8,10,1,40,100,8.600000381469727,1,17.5,2.862200975418091
60,,0,12,0,0,40,0,0.0,51,0,12,0,,45000.0,42,33,0,0,1089,45.0,0,,
44,0,404,9,0,0,72,1,240.0,47,0,9,0,0,37500.0,29,32,0,40,1024,25.020000457763672,1,6.0,1.7917594909667969
38,0,500,14,0,0,40,1,320.0,36,0,13,0,0,11500.0,18,17,0,40,289,0.0,1,8.0,2.079441547393799
67,,0,13,0,0,0,0,745.0,43,0,18,0,1,55000.0,48,19,0,40,361,16.260000228881836,1,18.625,2.9245047569274902
37,0,450,12,1,0,60,1,360.0,39,1,12,0,0,22500.0,19,21,0,40,441,3.7799999713897705,1,9.0,2.1972246170043945
29,0,1400,18,0,0,60,0,0.0,31,0,18,0,,45000.0,5,7,1,0,49,45.0,0,,
57,,0,13,0,0,0,0,600.0,48,0,16,0,0,55000.0,38,26,0,40,676,23.799999237060547,1,15.0,2.70805025100708
42,0,320,15,0,0,48,0,0.0,34,0,16,0,,13750.0,21,12,0,0,144,13.75,0,,
50,,0,8,0,0,0,0,180.0,33,0,12,0,0,6250.0,36,15,0,40,225,0.0,1,4.5,1.504077434539795
41,0,1923,18,0,1,50,0,0.0,31,0,16,0,,112500.0,17,9,1,0,81,112.5,0,,
62,,0,7,1,0,0,0,0.0,51,1,10,0,,8750.0,49,35,0,0,1225,8.75,0,,
41,0,200,5,0,1,40,1,0.0,40,0,5,1,,3000.0,30,29,0,0,841,3.0,0,,
30,0,608,12,0,0,45,0,247.0,28,0,12,0,0,37500.0,12,10,1,40,100,24.6560001373291,1,6.175000190734863,1.8205089569091797
38,0,440,12,0,0,42,1,125.0,39,0,14,0,0,32500.0,20,19,0,25,361,26.0,1,5.0,1.6094379425048828
46,0,574,12,0,0,45,0,65.0,34,0,12,0,0,37500.0,28,16,1,18,256,34.119998931884766,1,3.6111111640930176,1.2840155363082886
38,,0,16,0,0,85,0,384.0,38,0,16,0,1,45000.0,16,16,1,72,256,25.031999588012695,1,5.333333492279053,1.6739764213562012
39,0,820,16,1,0,40,0,1000.0,43,1,16,0,0,112500.0,17,21,1,40,441,60.5,1,25.0,3.2188758850097656
30,0,500,16,0,0,40,0,0.0,21,0,14,0,,27500.0,8,1,0,0,1,27.5,0,,
63,,0,12,0,0,0,0,113.0,58,0,12,0,0,22500.0,45,40,0,24,1600,16.624000549316406,1,4.708333492279053,1.5493340492248535
57,0,1500,16,0,1,64,0,1100.0,51,0,16,0,0,112500.0,35,29,0,40,841,55.29999923706055,1,27.5,3.3141860961914062
34,0,810,12,0,0,60,0,480.0,32,0,12,0,0,32500.0,16,14,1,40,196,7.539999961853027,1,12.0,2.4849066734313965
46,1,734,12,0,0,43,1,945.0,43,0,13,0,0,112500.0,28,24,0,45,576,63.36000061035156,1,21.0,3.044522523880005
35,1,440,12,1,0,40,0,328.0,31,1,14,0,0,37500.0,17,11,1,40,121,20.444000244140625,1,8.199999809265137,2.1041340827941895
49,0,184,7,0,1,40,0,297.0,45,0,8,1,0,13750.0,36,31,0,40,961,0.0,1,7.425000190734863,2.004852771759033
44,,0,16,0,0,60,1,0.0,43,0,12,0,,67500.0,22,25,0,0,625,67.5,0,,
35,1,560,12,0,0,40,0,320.0,32,0,12,0,1,55000.0,17,14,1,0,196,38.36000061035156,0,,
31,0,450,12,0,0,40,1,0.0,27,0,12,0,,27500.0,13,9,0,0,81,27.5,0,,
45,0,528,10,0,0,40,1,266.0,45,0,6,0,0,27500.0,29,33,0,40,1089,13.668000221252441,1,6.650000095367432,1.8946168422698975
35,0,500,12,0,0,40,0,300.0,41,0,15,0,0,45000.0,17,20,0,40,400,29.399999618530273,1,7.5,2.0149030685424805
49,1,800,12,0,0,40,0,260.0,48,0,12,0,0,112500.0,31,30,0,40,900,98.9800033569336,1,6.5,1.8718022108078003
59,0,1900,10,0,0,0,0,500.0,57,0,10,0,0,0.0,43,41,0,0,1681,0.0,0,,
45,,0,12,0,0,0,0,0.0,48,0,12,0,,55000.0,27,30,0,0,900,55.0,0,,
44,1,350,14,0,0,26,0,0.0,44,0,17,0,,37500.0,24,21,0,0,441,37.5,0,,
48,,0,8,0,0,0,0,209.0,48,0,11,0,0,17500.0,34,31,0,35,961,6.631999969482422,1,5.971428394317627,1.7869861125946045
42,0,240,6,0,1,24,0,0.0,45,0,9,1,,22500.0,30,30,0,0,900,22.5,0,,
31,,0,12,0,0,40,0,0.0,26,0,8,0,,112500.0,13,12,1,0,144,112.5,0,,
55,,0,12,0,0,40,0,0.0,52,0,14,0,,37500.0,37,32,0,0,1024,37.5,0,,
65,,0,16,0,0,0,0,290.0,49,0,16,0,0,37500.0,43,27,0,40,729,22.420000076293945,1,7.25,1.9810014963150024
27,0,210,12,0,0,32,0,0.0,21,0,12,0,,3000.0,9,3,0,0,9,3.0,0,,
53,0,304,10,0,0,40,0,0.0,48,0,9,0,,17500.0,37,33,0,0,1089,17.5,0,,
41,0,1154,16,0,0,70,1,315.0,38,0,12,0,0,112500.0,19,20,0,35,400,96.12000274658203,1,9.0,2.1972246170043945
24,0,310,12,0,0,30,0,300.0,23,0,12,0,0,37500.0,6,5,1,40,25,21.899999618530273,1,7.5,2.0149030685424805
60,,0,12,0,0,0,0,0.0,46,0,12,0,,27500.0,42,28,0,0,784,27.5,0,,
37,,0,12,1,0,0,1,436.0,41,1,13,0,1,27500.0,19,22,0,40,484,4.828000068664551,1,10.899999618530273,2.3887627124786377
39,0,384,16,0,0,40,1,90.0,38,0,14,0,0,27500.0,17,18,0,15,324,22.81999969482422,1,6.0,1.7917594909667969
27,0,600,15,0,0,40,0,410.0,26,0,15,0,0,67500.0,6,5,1,40,25,46.18000030517578,1,10.25,2.327277660369873
29,1,1000,12,0,0,44,0,550.0,29,0,13,0,0,112500.0,11,10,0,45,100,83.9000015258789,1,12.222222328186035,2.503255844116211
22,0,800,9,0,0,50,0,700.0,30,0,12,0,0,55000.0,7,12,0,50,144,18.600000381469727,1,14.0,2.6390573978424072
44,,0,18,0,0,50,1,425.0,43,0,16,0,1,55000.0,20,21,0,40,441,32.900001525878906,1,10.625,2.3632097244262695
42,1,575,13,0,0,40,1,156.0,34,0,15,0,0,45000.0,23,13,0,25,169,36.88800048828125,1,6.239999771118164,1.8309801816940308
34,1,335,8,0,1,42,0,335.0,32,0,6,1,1,27500.0,20,20,1,40,400,10.079999923706055,1,8.375,2.125251054763794
43,1,700,12,0,0,40,1,100.0,43,0,12,0,0,32500.0,25,25,0,18,625,27.299999237060547,1,5.55555534362793,1.7147983312606812
